% name: utt2a_forw
% type: matrix
% rows: 69
% columns: 20
 -1.70141e+38 0 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -7.86224 -9.39286 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -15.9828 -31.6589 -17.4061 -14.5773 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -21.3658 -39.0406 -24.3181 -17.8551 -58.5481 -20.801 -20.801 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -25.3749 -1.70141e+38 -25.9397 -36.6721 -31.2012 -21.6124 -58.963 -23.6553 -23.6553 -86.7441 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -28.0916 -1.70141e+38 -29.3611 -42.4372 -37.2936 -24.6045 -55.1964 -27.2977 -27.2977 -89.5388 -133.437 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -32.5475 -1.70141e+38 -33.0938 -43.1005 -44.2313 -29.1565 -57.3379 -30.4928 -30.4928 -82.9663 -136.064 -166.164 -166.164 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -34.6451 -1.70141e+38 -36.2429 -47.6808 -50.4441 -32.0947 -63.0026 -34.0379 -34.0379 -87.2277 -131.751 -166.372 -166.372 -172.377 -1.70141e+38 -1.70141e+38 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -41.6613 -1.70141e+38 -42.0842 -63.9642 -58.6264 -37.5816 -70.4518 -39.6778 -39.6778 -104.013 -149.576 -171.292 -171.292 -174.554 -180.559 -177.864 -1.70141e+38 -1.70141e+38
 -1.70141e+38 -1.70141e+38 -46.8332 -1.70141e+38 -48.3129 -66.4104 -66.6297 -43.1015 -84.6955 -45.183 -45.183 -109.068 -156.913 -186.362 -186.362 -179.295 -182.555 -180.036 -185.581 -185.581
 -1.70141e+38 -1.70141e+38 -51.4647 -1.70141e+38 -52.9097 -69.2329 -74.5209 -47.5723 -92.5 -50.4853 -50.4853 -122.188 -166.656 -196.195 -196.195 -194.253 -187.148 -183.35 -187.533 -187.533
 -1.70141e+38 -1.70141e+38 -56.2216 -1.70141e+38 -56.9893 -76.4935 -81.8993 -51.9853 -93.8453 -54.6679 -54.6679 -127.137 -177.126 -201.225 -201.225 -203.573 -194.527 -187.741 -190.484 -190.484
 -1.70141e+38 -1.70141e+38 -57.8142 -1.70141e+38 -58.9867 -70.2271 -87.1706 -54.5128 -96.3815 -56.4591 -56.4591 -119.63 -173.796 -205.959 -205.959 -206.496 -199.798 -190.267 -192.219 -192.219
 -1.70141e+38 -1.70141e+38 -61.1274 -1.70141e+38 -62.2128 -70.2706 -94.2448 -59.8977 -86.8033 -60.776 -60.776 -121.584 -169.146 -206.656 -206.656 -213.033 -206.871 -195.652 -196.531 -196.531
 -1.70141e+38 -1.70141e+38 -65.1402 -1.70141e+38 -65.2006 -73.1197 -101.524 -65.0264 -90.0077 -65.7416 -65.7416 -116.243 -170.178 -199.58 -199.58 -213.935 -214.148 -200.781 -201.496 -201.496
 -1.70141e+38 -1.70141e+38 -72.172 -1.70141e+38 -70.9072 -78.9148 -111.622 -72.9081 -92.7733 -73.8258 -73.8258 -121.367 -166.034 -207.199 -207.199 -209.679 -223.44 -208.663 -209.58 -209.58
 -1.70141e+38 -1.70141e+38 -82.4397 -1.70141e+38 -79.2724 -89.9194 -122.761 -84.2964 -93.2287 -82.6007 -82.6007 -117.246 -172.496 -203.569 -203.569 -218.338 -220.817 -219.742 -218.355 -218.355
 -1.70141e+38 -1.70141e+38 -96.1407 -1.70141e+38 -92.7713 -118.607 -147.111 -116.649 -116.31 -101.436 -101.436 -128.557 -181.712 -229.637 -229.637 -227.92 -242.608 -250.407 -237.136 -237.136
 -1.70141e+38 -1.70141e+38 -110.879 -1.70141e+38 -102.18 -121.668 -158.705 -126.807 -137.752 -113.358 -113.358 -153.161 -184.996 -222.676 -222.676 -241.231 -239.514 -238.077 -249.058 -249.058
 -1.70141e+38 -1.70141e+38 -117.936 -1.70141e+38 -106.758 -112.964 -164.88 -130.949 -135.929 -118.8 -118.8 -162.331 -200.902 -215.954 -215.954 -228.851 -245.523 -241.972 -243.519 -243.519
 -1.70141e+38 -1.70141e+38 -122.167 -1.70141e+38 -110.124 -122.417 -170.633 -133.89 -130.554 -123.857 -123.857 -163.256 -209.892 -230.508 -230.508 -221.707 -234.604 -231.792 -246.835 -246.835
 -1.70141e+38 -1.70141e+38 -127.266 -1.70141e+38 -113.533 -123.682 -176.961 -137.5 -141.347 -129.386 -129.386 -158.225 -208.533 -238.081 -238.081 -236.836 -228.035 -225.317 -237.321 -237.321
 -1.70141e+38 -1.70141e+38 -143.179 -1.70141e+38 -127.327 -134.399 -189.026 -148.486 -152.788 -140.616 -140.616 -181.943 -223.308 -255.304 -255.304 -250.145 -240.099 -236.239 -236.547 -236.547
 -1.70141e+38 -1.70141e+38 -155.328 -1.70141e+38 -142.039 -140.955 -203.264 -165.023 -153.825 -153.077 -153.077 -178.535 -219.682 -257.09 -257.09 -269.543 -254.338 -252.755 -248.149 -248.149
 -1.70141e+38 -1.70141e+38 -161.877 -1.70141e+38 -150.838 -156.438 -212.297 -171.904 -158.844 -161.233 -161.233 -189.372 -239.607 -260.943 -260.943 -266.122 -263.371 -259.449 -256.295 -256.295
 -1.70141e+38 -1.70141e+38 -185.142 -1.70141e+38 -174.748 -180.711 -235.162 -201.869 -175.189 -184.643 -184.643 -208.96 -273.441 -308.795 -308.795 -283.808 -286.174 -289.394 -279.664 -279.664
 -1.70141e+38 -1.70141e+38 -214.606 -1.70141e+38 -204.711 -196.233 -260.578 -235.049 -190.132 -209.807 -209.807 -221.752 -296.089 -353.688 -353.688 -334.211 -309.135 -316.895 -304.827 -304.827
 -1.70141e+38 -1.70141e+38 -235.308 -1.70141e+38 -230.212 -206.48 -283.848 -266.506 -198.609 -233.45 -233.45 -220.763 -288.613 -359.321 -359.321 -376.958 -332.405 -340.591 -328.47 -328.47
 -1.70141e+38 -1.70141e+38 -262.045 -1.70141e+38 -258.801 -235.387 -311.624 -306.487 -211.175 -262.574 -262.574 -227.433 -280.978 -342.868 -342.868 -387.097 -360.18 -372.385 -357.594 -357.594
 -1.70141e+38 -1.70141e+38 -325.131 -1.70141e+38 -321.319 -286.014 -350.55 -371.703 -236.4 -308.074 -308.074 -224.309 -254.092 -314.908 -314.908 -381.795 -399.107 -425.402 -403.094 -403.094
 -1.70141e+38 -1.70141e+38 -394.668 -1.70141e+38 -407.891 -357.513 -407.98 -447.208 -274.783 -373.785 -373.785 -242.439 -259.422 -299.912 -299.912 -372.338 -439.225 -478.453 -468.806 -468.806
 -1.70141e+38 -1.70141e+38 -453.871 -1.70141e+38 -474.753 -415.872 -462.826 -498.877 -306.375 -433.818 -433.818 -258.505 -271.988 -307.417 -307.417 -354.758 -427.184 -463.235 -528.838 -528.838
 -1.70141e+38 -1.70141e+38 -522.48 -1.70141e+38 -542.532 -483.413 -526.539 -566.997 -343.72 -504.412 -504.412 -279.549 -292.243 -327.822 -327.822 -371.13 -418.471 -458.929 -533.829 -533.829
 -1.70141e+38 -1.70141e+38 -590.204 -1.70141e+38 -608.272 -550.457 -586.784 -625.711 -380.22 -574.315 -574.315 -303.302 -313.812 -347.318 -347.318 -388.067 -431.375 -470.301 -528.832 -528.832
 -1.70141e+38 -1.70141e+38 -667.186 -1.70141e+38 -683.075 -621.842 -648.393 -688.93 -418.711 -648.317 -648.317 -329.337 -338.109 -372.388 -372.388 -408.927 -449.676 -490.213 -544.303 -544.303
 -1.70141e+38 -1.70141e+38 -745.772 -1.70141e+38 -764.641 -692.951 -707.572 -747.15 -455.991 -723.072 -723.072 -360.887 -364.015 -404.88 -404.88 -431.567 -468.106 -507.684 -564.968 -564.968
 -1.70141e+38 -1.70141e+38 -814.537 -1.70141e+38 -837.237 -757.973 -759.852 -795.117 -489.591 -791.118 -791.118 -390.833 -390.665 -426.699 -426.699 -457.161 -483.847 -519.112 -575.73 -575.73
 -1.70141e+38 -1.70141e+38 -889.141 -1.70141e+38 -912.56 -830.962 -811.402 -847.484 -527.629 -861.005 -861.005 -426.248 -422.862 -460.921 -460.921 -478.249 -508.711 -544.793 -589.017 -589.017
 -1.70141e+38 -1.70141e+38 -960.775 -1.70141e+38 -988.911 -907.145 -862.422 -897.878 -567.543 -917.139 -917.139 -464.176 -456.339 -495.474 -495.474 -511.942 -529.269 -564.725 -614.448 -614.448
 -1.70141e+38 -1.70141e+38 -1018.44 -1.70141e+38 -1062.08 -987.352 -912.862 -948.851 -611.813 -968.004 -968.004 -504.928 -489.404 -525.224 -525.224 -545.914 -562.382 -598.37 -634.851 -634.851
 -1.70141e+38 -1.70141e+38 -1044.44 -1.70141e+38 -1094.88 -1050.32 -951.682 -978.6 -651.553 -1001.18 -1001.18 -536.525 -513.834 -533.056 -533.056 -564.044 -584.734 -611.652 -650.701 -650.701
 -1.70141e+38 -1.70141e+38 -1055.71 -1.70141e+38 -1098.96 -1094.14 -982.629 -1000.9 -686.597 -1016.72 -1016.72 -562.965 -534.895 -542.018 -542.018 -564.003 -594.991 -613.261 -649.769 -649.769
 -1.70141e+38 -1.70141e+38 -1049.34 -1.70141e+38 -1088.33 -1105.47 -999.63 -1010.48 -718.045 -1022.66 -1022.66 -583.834 -573.507 -554.51 -554.51 -559.02 -581.004 -591.859 -635.017 -635.017
 -1.70141e+38 -1.70141e+38 -1046.61 -1.70141e+38 -1073.29 -1091.11 -1010.52 -1017.21 -745.269 -1024.64 -1024.64 -604.156 -609.155 -571.586 -571.586 -565.396 -569.905 -576.597 -606.018 -606.018
 -1.70141e+38 -1.70141e+38 -1044.43 -1.70141e+38 -1066.4 -1092.91 -1022.82 -1027.8 -783.47 -1031.8 -1031.8 -640.122 -652.641 -589.475 -589.475 -583.894 -577.692 -582.669 -591.192 -591.192
